,Available Date,Headline,Housing,Latitude,Longitude,Price,URL
0,2018-02-15,"Close Commute to CMU, PITT- 2 Bedroom 2 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1545,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-2/6498134499.html
1,2018-02-15,"Close Commute to CMU, PITT- 2 Bedroom 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-2/6498131227.html
2,2018-02-15,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6497448554.html
3,2018-02-15,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6497420731.html
4,2018-02-14,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6496951293.html
5,2018-02-14,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6496949855.html
6,2018-02-14,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 2br - ,40.456368,-79.922573,$1545,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6496945324.html
7,2018-02-14,"Close Commute to CMU, PITT- 2 Bedroom 2 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1545,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-2/6496946474.html
8,2018-02-14,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6496942105.html
9,2018-02-14,"Close Commute to CMU, PITT- 2 Bedroom 2 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1545,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-2/6496940058.html
10,2018-02-14,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 2br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6496938180.html
11,2018-02-14,"Close Commute to CMU, PITT- 1 Bedroom 1 Bath- Kenmawr Apartments",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-1/6496930678.html
12,2018-02-14,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6496931699.html
13,2018-02-14,"Close Commute to CMU, PITT- 2 Bedroom 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-2/6496925912.html
14,2018-02-14,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6496610855.html
15,2018-02-14,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6496612415.html
16,2018-08-01,"?8/1-1 Mile To Pitt/CMU, Conv. Victorian, C/A, Dw, Carpet Throughout",/ 1br - ,40.456168,-79.949574,$1199,https://pittsburgh.craigslist.org/apa/d/8-1-1-mile-to-pitt-cmu-conv/6462792909.html
17,2018-08-01,LARGE 3 Bedroom / Close To CMU & Chatham / Available 8/1 /18,/ 3br - ,40.445468,-79.930173,$2100,https://pittsburgh.craigslist.org/apa/d/large-3-bedroom-close-to-cmu/6496413606.html
18,2018-08-01,LARGE 3 Bedroom / Close To CMU & Chatham / Available 8/1/18,/ 3br - ,40.443168,-79.925773,$2000,https://pittsburgh.craigslist.org/apa/d/large-3-bedroom-close-to-cmu/6496402656.html
19,2018-08-01,LARGE 4 Bedroom / Close To CMU & Chatham / Available 8/1 /18,/ 3br - ,40.443168,-79.925773,$2640,https://pittsburgh.craigslist.org/apa/d/large-4-bedroom-close-to-cmu/6496403230.html
20,2018-08-01,"?8/1- 1 Mile To Pitt/CMU, 2nd Flr Of Converted Victorian House, A/C",/ 2br - ,40.455568,-79.943273,$965,https://pittsburgh.craigslist.org/apa/d/8-1-1-mile-to-pitt-cmu-2nd/6462784671.html
21,2018-08-01,"August,ON BUS Pitt/CMU, Updated Studio, Top Floor Converted Victorian",,40.469761,-79.920514,$725,https://pittsburgh.craigslist.org/apa/d/auguston-bus-pitt-cmu-updated/6462780166.html
22,2018-08-01,"AUGUST, Split Level 4br/2bath, Convenient to Pitt/CMU, Recent UPDATED",/ 4br - ,40.462884,-79.938822,$2450,https://pittsburgh.craigslist.org/apa/d/august-split-level-4br-2bath/6487678335.html
23,2018-02-13,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.472300,-79.913200,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6495418556.html
24,2018-02-13,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6495421404.html
25,2018-02-13,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6494945892.html
26,2018-02-13,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6494938795.html
27,2018-02-13,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6494937476.html
28,2018-02-12,"Close Commute to Pitt, CMU, Chatham! Kenmawr Apartments",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6494065340.html
29,2018-02-10,Close to Pitt and CMU. Washer/Dryer in unit! Pets OK! Waitlist for Aug,/ 2br - ,40.451069,-79.954774,$1995,https://pittsburgh.craigslist.org/apa/d/close-to-pitt-and-cmu-washer/6490261019.html
30,2018-02-12,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6493543178.html
31,2018-02-12,"Close Commute to CMU, PITT- 1 Bedroom 1 Bath- Kenmawr Apartments",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-1/6493542305.html
32,2018-06-01,"squirrel hill, cmu, great space",/ 3br - ,40.441868,-79.930873,$1800,https://pittsburgh.craigslist.org/apa/d/squirrel-hill-cmu-great-space/6458098645.html
33,2018-06-01,6 bedroom 3 bath squirrel hill cmu,/ 6br - ,40.441868,-79.930873,$3400,https://pittsburgh.craigslist.org/apa/d/6-bedroom-3-bath-squirrel/6458169321.html
34,2018-02-12,"Lge 2BR, SS+granite kitch,  oak floor+accents, close to Pitt/CMU",,40.428345,-79.923391,$1250,https://pittsburgh.craigslist.org/apa/d/lge-2br-ssgranite-kitch-oak/6460348676.html
35,2018-08-01,"August,ON BUS Pitt/CMU, Updated Studio, Top Floor Converted Victorian",,40.469761,-79.920514,$725,https://pittsburgh.craigslist.org/apa/d/auguston-bus-pitt-cmu-updated/6456918160.html
36,2018-08-01,"AUGUST 2018,Popular CMU Location,Balcony, Fully Recently Renovated!",/ 2br - ,40.433372,-79.924737,$1440,https://pittsburgh.craigslist.org/apa/d/august-2018popular-cmu/6456127741.html
37,2018-07-01,"JULY, Convenient to UPMC Pitt/CMU, Frick Park, Hardwood, Updated!",,40.449725,-79.901172,$940,https://pittsburgh.craigslist.org/apa/d/july-convenient-to-upmc-pitt/6456573746.html
38,2018-02-10,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6491473776.html
39,2018-02-10,"Close Commute to Pitt, CMU, UPMC 2 Bed 1 Bath- Kenmawr Apartments",/ 2br - ,40.456368,-79.922573,$1345,https://pittsburgh.craigslist.org/apa/d/close-commute-to-pitt-cmu/6491444552.html
