,Available Date,Headline,Housing,Latitude,Longitude,Price,URL
0,2018-02-16,°ÔAC--Heat Incld!--Schenley Park--Close to CMU--NOW or April 1°Ô,,40.432086,-79.928412,$1090,https://pittsburgh.craigslist.org/apa/d/ac-heat-incld-schenley-park/6500731481.html
1,2018-08-01,LARGE Studio in Squirrel Hill! Walk to CMU!! Ready August 1st!,NA,40.447868,-79.937373,$715,https://pittsburgh.craigslist.org/apa/d/large-studio-in-squirrel-hill/6508601819.html
2,2018-08-01,"AUGUST,Walk to Pitt/CMU,Quiet Street just off Baum,Recently UPDATED",,40.455362,-79.949832,$1050,https://pittsburgh.craigslist.org/apa/d/augustwalk-to-pitt-cmuquiet/6478544037.html
3,2018-08-01,"AUGUST 2018! Convenient to CMU & Pitt, Just off Baum",/ 3br - ,40.454964,-79.947746,$1320,https://pittsburgh.craigslist.org/apa/d/august-2018-convenient-to-cmu/6503324317.html
4,2018-08-05,Charming & Cozy Studio! Close To Pitt & CMU,NA,40.438125,-79.953507,$825,https://pittsburgh.craigslist.org/apa/d/charming-cozy-studio-close-to/6511269063.html
5,2018-02-26,"Close Commute to CMU, PITT- 1 Bedroom 1 Bath- Kenmawr Apartments",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-1/6511259378.html
6,2018-02-26,"Close to UPMC, CMU, PITT Kenmawr Apartments ONE MONTH FREE!",/ 2br - ,40.456368,-79.922573,$1545,https://pittsburgh.craigslist.org/apa/d/close-to-upmc-cmu-pitt/6511260528.html
7,2018-02-26,"Close Commute to CMU, PITT- 1 Bedroom 1 Bath- Kenmawr Apartments",/ 1br - ,40.456368,-79.922573,$1145,https://pittsburgh.craigslist.org/apa/d/close-commute-to-cmu-pitt-1/6511258261.html
8,2018-08-01,"?8/1 Spacious 2BR, Bus Line, Easy Commute to Chatham/CMU (RG 102A)",,40.453177,-79.921286,$1299,https://pittsburgh.craigslist.org/apa/d/8-1-spacious-2br-bus-line/6511181954.html
9,2018-08-01,"AUGUST, Split Level 4br/2bath, Convenient to Pitt/CMU, Recent UPDATED",/ 4br - ,40.462884,-79.938822,$2450,https://pittsburgh.craigslist.org/apa/d/august-split-level-4br-2bath/6478700992.html
10,2018-08-01,"?8/1 Spacious 2BR,Easy Commute to Chatham/Pitt/CMU, Bus Line (RG 111H",,40.453177,-79.921286,$1299,https://pittsburgh.craigslist.org/apa/d/8-1-spacious-2breasy-commute/6511175555.html
